G04a_001,G04a_002,G04a_003,G04a_004,G04a_005,G04a_006,G04a_007,G04a_008,G04a_009,G04a_010
63400317,386.3,560.0,286.4,0,18.4,4,2.0,2,9.1
63400318,353.6,459.2,268.4,0,13.1,7,2.1,1,9.6
63400319,499.1,621.7,378.5,0,13.2,7,4.9,6,10.0
63400320,424.7,562.0,298.4,0,18.3,1,3.6,5,12.1
63400321,481.0,675.1,328.6,0,19.3,5,9.2,8,14.3
63400322,551.3,697.2,326.2,0,21.2,5,3.0,4,13.2
63400323,572.0,686.1,436.1,0,14.0,5,6.8,5,10.7
63400324,606.2,753.9,478.7,0,17.0,5,1.2,5,11.0
63400325,536.9,693.6,389.6,0,19.2,2,3.1,8,12.6
63400326,439.5,563.9,330.3,0,16.5,1,2.8,3,8.9
63400327,359.7,524.1,259.6,0,18.2,1,4.5,2,11.4
63400328,345.0,469.9,246.3,0,14.6,8,1.1,7,9.1
63400329,528.2,641.3,392.5,0,12.6,7,6.9,7,10.8
63400330,352.6,480.7,228.8,0,16.9,5,1.2,3,11.3
63400331,458.9,680.3,319.0,0,20.6,1,3.5,1,12.0
63400332,604.3,783.5,410.1,0,20.3,6,5.8,7,12.2
63400333,581.3,703.8,436.3,0,16.3,1,2.5,2,10.9
63400334,632.4,774.0,509.1,0,20.5,3,1.7,1,13.2
63400335,453.6,593.8,337.0,0,18.2,3,5.0,8,12.1
63400336,414.8,530.6,293.4,0,12.8,1,3.5,2,8.4
63400337,406.0,542.8,226.6,0,22.0,4,4.8,8,13.8
63400338,334.9,524.9,216.7,0,22.3,7,3.3,2,13.8
63400339,462.1,645.7,279.6,0,18.4,8,0.7,5,10.8
63400340,379.5,529.6,261.7,0,16.8,8,2.6,2,10.7
63400341,420.1,568.8,290.5,0,21.0,7,9.6,8,13.4
63400342,593.8,767.3,412.4,0,23.6,2,5.0,2,15.2
63400343,485.5,663.4,356.6,0,18.1,7,3.8,8,12.3
63400344,588.2,693.7,472.6,0,13.6,7,4.0,2,10.3
63400345,455.4,621.6,335.2,0,15.9,3,4.6,3,11.5
63400346,411.9,614.5,264.1,0,25.0,5,1.0,5,13.1
63400347,370.5,543.1,223.3,0,22.4,4,0.7,8,12.4
63400348,283.2,493.9,198.8,0,21.1,4,1.9,6,10.6
63400349,403.7,558.3,239.0,0,21.5,8,8.7,7,14.2
63400350,358.6,539.1,252.3,0,20.0,2,3.3,1,12.7
63400351,462.4,653.3,287.5,0,25.8,7,4.4,7,13.2
63400352,455.4,656.5,323.0,0,20.3,2,4.2,2,11.4
63400353,434.6,545.2,327.8,0,12.4,7,3.9,1,8.0
63400354,629.3,831.2,457.2,0,19.8,4,7.2,7,15.4
63400355,625.3,853.6,410.2,0,25.0,4,12.9,4,19.8
63400356,625.6,791.8,437.8,0,22.3,5,5.7,5,15.8
63400357,453.4,619.9,301.6,0,23.0,5,5.3,2,15.3
63400358,329.2,553.4,192.2,0,22.2,4,5.5,3,13.8
63400359,279.6,453.1,178.6,0,19.3,8,3.6,4,11.6
63400360,291.6,433.5,216.2,0,14.0,1,0.6,7,6.6
63400361,363.0,539.8,256.1,0,25.7,8,3.8,7,12.7
63400362,368.9,492.3,284.3,0,10.9,7,1.0,6,7.1
63400363,482.9,729.0,357.9,0,23.0,6,5.1,7,11.2
63400364,670.8,871.6,480.7,0,22.6,5,3.2,2,13.5
63400365,692.7,872.7,496.7,0,26.7,8,5.7,1,15.6
63400366,769.1,882.8,536.7,0,24.9,8,8.0,5,15.7
63400367,667.6,810.1,432.5,0,24.6,5,6.3,6,15.6
63400368,474.8,741.5,263.7,0,27.0,4,8.0,3,19.2
63400369,244.6,393.2,172.8,0,18.6,4,2.3,7,10.1
63400370,333.9,440.9,234.7,0,17.5,5,4.3,4,8.3
63400371,353.6,431.8,259.3,0,13.1,2,1.2,3,7.3
63400372,352.2,499.7,255.4,0,13.2,7,4.3,1,7.9
63400373,489.8,746.3,311.0,0,22.1,7,6.7,8,14.7
63400374,679.6,891.3,503.2,0,25.9,2,4.4,3,16.2
63400375,518.4,670.9,397.5,0,25.8,8,6.9,7,15.6
63400376,683.3,833.4,459.0,0,29.1,8,7.5,8,16.9
63400377,635.3,795.8,449.1,0,21.5,1,7.3,1,15.5
63400378,426.4,663.7,254.0,0,23.4,2,7.1,4,14.2
63400379,278.1,401.8,172.5,0,13.9,3,5.5,3,8.7
63400380,428.9,611.6,280.1,0,20.9,3,1.4,6,12.2
63400381,335.4,449.6,200.9,0,15.0,1,2.3,8,9.1
63400382,321.4,434.3,212.4,0,12.3,6,1.9,6,6.2
63400383,492.7,682.0,325.2,0,20.4,6,6.3,8,13.2
63400384,518.0,726.1,358.3,0,20.3,2,4.3,8,12.6
63400385,455.7,678.2,334.3,0,21.8,8,4.6,8,13.3
63400386,598.7,780.7,444.5,0,20.4,2,6.3,7,16.7
63400387,432.2,559.4,323.3,0,18.1,3,5.2,2,10.6
63400388,439.5,526.4,293.6,0,17.0,8,4.3,4,10.7
63400389,315.2,458.0,185.7,0,13.0,3,5.8,4,10.4
63400390,410.8,590.0,248.7,0,19.7,2,1.7,4,13.4
63400391,255.7,383.8,176.7,0,14.5,2,3.2,7,9.1
63400392,352.9,432.3,211.7,0,9.5,6,5.4,6,7.2
63400393,496.1,643.3,376.6,0,14.6,7,2.0,8,9.1
63400394,487.1,643.0,352.4,0,13.7,3,4.0,3,9.5
63400395,379.3,522.0,272.8,0,17.6,8,2.3,8,7.7
63400396,417.8,527.7,328.6,0,18.8,1,5.2,1,8.7
63400397,426.0,601.0,270.0,0,18.8,4,5.1,3,11.4
63400398,315.5,457.0,210.2,0,19.1,8,2.3,7,10.8
63400399,328.2,433.4,204.9,0,19.1,1,4.9,3,10.5
63400400,509.6,717.7,377.4,0,16.1,7,5.4,5,11.5
63400401,691.2,779.4,567.1,0,19.5,3,4.1,8,11.3
63400402,558.2,697.2,443.2,0,15.0,2,5.7,8,10.2
63400403,616.9,741.6,451.5,0,17.7,2,8.2,2,12.0
63400404,607.0,755.1,448.8,0,21.2,3,7.5,1,14.5
63400405,440.7,627.1,294.2,0,24.5,3,4.6,4,12.9
63400406,367.4,471.1,259.4,0,12.9,5,0.9,8,8.2
63400407,283.6,429.8,184.8,0,14.3,4,3.9,4,10.5
63400408,193.6,261.6,164.5,0,10.5,8,1.0,2,6.2
63400409,163.8,209.8,158.3,0,5.3,4,0.0,4,1.4
63400410,514.4,630.3,406.0,0,14.0,7,3.8,6,9.7
63400411,672.2,798.0,540.2,0,20.9,7,5.7,2,15.2
63400412,489.4,640.2,370.7,0,16.6,3,3.1,7,10.8
63400413,520.5,643.7,386.9,0,20.7,7,3.8,3,12.9
63400414,474.4,614.3,338.4,0,18.2,8,4.1,4,11.0
63400415,477.9,656.4,338.6,0,21.4,1,1.7,1,10.2
63400416,379.2,465.9,280.8,0,11.3,3,2.2,3,6.9
63400417,356.6,440.9,263.7,0,14.3,1,1.5,5,10.2
63400418,256.3,350.5,165.2,0,11.4,4,4.6,1,8.4
63400419,164.2,232.5,153.8,0,6.7,4,0.3,3,2.5
63400420,643.9,732.7,509.1,0,15.7,5,5.4,4,9.7
63400421,640.4,771.4,489.4,0,20.2,2,4.9,6,11.0
63400422,445.7,647.8,312.5,0,18.3,2,5.1,1,12.9
63400423,520.2,644.6,299.7,0,27.4,8,9.3,4,18.6
63400424,413.4,633.0,289.9,0,21.0,2,3.4,8,12.8
63400425,366.5,500.9,270.4,0,14.1,7,3.4,1,8.9
63400426,377.4,523.5,262.9,0,14.6,2,5.2,5,10.3
63400427,263.1,321.5,203.7,0,9.0,3,3.0,8,5.9
63400428,245.6,335.1,168.1,0,13.7,3,3.6,3,9.1
63400429,165.8,172.8,158.3,0,4.9,3,0.2,3,1.4
63400430,607.1,735.7,414.0,0,18.8,8,3.3,3,11.4
63400431,718.5,818.7,539.4,0,21.9,3,5.0,6,13.3
63400432,481.1,651.2,331.5,0,21.5,3,5.1,5,15.0
63400433,387.8,587.4,255.5,0,25.4,1,2.0,1,16.0
63400434,391.9,511.0,251.6,0,18.3,1,2.9,7,10.6
63400435,333.3,458.7,243.8,0,15.8,3,2.2,8,8.8
63400436,254.0,413.0,214.5,0,14.6,2,1.4,1,7.6
63400437,221.7,299.8,187.0,0,8.1,2,1.7,2,4.1
63400438,188.9,263.3,167.5,0,10.0,2,0.8,3,4.0
63400439,166.6,181.7,162.9,0,1.3,3,0.2,6,0.6
63400440,569.0,692.0,399.0,0,22.3,1,4.5,7,14.2
63400441,637.7,760.4,458.5,0,16.3,1,4.2,5,10.5
63400442,583.0,751.8,425.7,0,20.3,4,3.2,7,11.9
63400443,540.5,714.4,258.9,0,24.5,4,1.5,8,15.7
63400444,300.2,521.5,214.9,0,28.4,4,3.4,8,12.5
63400445,338.2,461.2,208.8,0,16.3,3,3.1,1,9.2
63400446,241.0,358.1,206.3,0,14.1,3,0.5,4,5.4
63400447,201.1,231.0,185.7,0,2.2,4,1.0,2,1.4
63400448,179.0,195.3,169.8,0,1.8,3,0.7,3,1.1
63400449,171.8,196.8,166.1,0,3.0,7,0.1,6,1.1
63400450,421.4,595.6,255.5,0,20.7,1,3.0,7,10.3
63400451,584.0,720.9,384.9,0,15.2,7,5.7,8,11.9
63400452,591.2,709.2,446.3,0,15.0,1,4.4,3,9.1
63400453,537.5,694.2,366.4,0,17.1,2,5.5,5,9.8
63400454,376.8,647.7,226.2,0,21.6,4,8.3,4,14.6
63400455,239.2,338.2,178.1,0,12.2,1,3.9,1,7.8
63400456,214.2,319.7,161.9,0,11.2,2,0.5,8,5.1
63400457,207.4,234.7,184.2,0,3.6,1,0.4,3,1.9
63400458,178.8,195.7,169.8,0,2.3,3,0.4,2,1.1
63400459,180.7,206.7,169.1,0,3.7,6,0.3,3,1.6
63400460,321.4,513.2,176.9,0,19.0,1,6.7,8,12.1
63400461,435.1,580.2,269.8,0,18.2,8,3.8,1,12.8
63400462,470.7,611.2,298.1,0,16.6,2,4.6,2,10.6
63400463,481.7,641.7,326.4,0,19.6,7,3.3,3,10.9
63400464,422.1,600.3,284.5,0,21.1,4,2.0,4,14.0
63400465,285.3,401.6,192.0,0,10.8,4,5.6,3,8.5
63400466,185.9,291.8,144.6,0,7.6,4,1.5,1,4.4
63400467,175.7,231.4,132.0,0,6.9,1,0.7,2,3.3
63400468,174.7,195.9,156.1,0,3.1,1,0.9,7,1.7
63400469,180.3,206.7,163.5,0,3.0,7,0.9,1,1.9
63400470,211.4,336.2,114.7,0,17.1,8,2.3,5,9.7
63400471,348.6,504.9,199.8,0,19.7,7,7.8,1,13.7
63400472,340.6,482.8,164.6,0,19.6,7,4.4,6,11.0
63400473,383.7,577.4,229.2,0,22.8,8,2.4,2,12.3
63400474,319.4,520.5,195.8,0,20.1,2,5.5,2,10.9
63400475,214.1,325.9,137.8,0,9.9,2,2.3,2,6.6
63400476,163.8,203.0,130.5,0,5.7,2,2.1,2,3.0
63400477,145.3,165.9,104.9,0,3.8,1,0.9,1,2.4
63400478,145.5,176.2,99.0,0,3.5,8,1.0,8,2.5
63400479,174.3,201.0,149.3,0,2.9,7,1.0,7,2.1
63400480,159.9,249.2,104.8,0,13.4,8,3.0,8,7.1
63400481,175.0,348.0,81.8,0,18.7,1,1.8,3,10.7
63400482,227.9,421.7,62.7,0,23.2,1,3.6,8,12.1
63400483,303.6,453.2,129.2,0,23.7,8,6.0,1,15.0
63400484,218.4,291.1,153.2,0,8.4,1,2.6,3,5.2
63400485,159.7,202.4,108.3,0,5.4,3,1.5,3,3.4
63400486,122.2,161.0,91.7,0,4.6,2,1.5,2,3.2
63400487,112.9,145.1,71.6,0,4.2,1,2.0,2,3.1
63400488,115.4,149.7,79.3,0,4.4,8,1.4,1,2.7
63400489,157.9,188.4,114.0,0,4.0,8,1.7,8,2.7
63400490,234.3,341.5,114.4,0,11.8,4,3.1,5,9.2
63400491,186.0,283.9,78.8,0,10.6,4,7.1,5,8.9
63400492,191.6,332.2,58.1,0,23.0,5,1.8,8,12.9
63400493,126.4,285.0,44.5,0,17.8,1,2.8,8,10.5
63400494,198.9,281.9,96.2,0,12.6,8,3.9,1,7.8
63400495,145.6,218.8,102.1,0,7.9,2,2.9,1,4.7
63400496,93.0,137.3,57.8,0,3.8,2,1.3,2,2.7
63400497,76.1,95.6,53.7,0,2.7,8,1.3,1,1.9
63400498,90.1,121.7,59.2,0,3.5,8,1.0,8,2.6
63400499,139.7,179.9,98.6,0,3.7,8,2.9,8,3.3
63400500,159.0,166.7,146.5,0,1.4,2,0.2,4,0.7
63400501,147.0,159.2,135.8,0,2.0,5,0.4,4,1.2
63400502,140.6,160.7,131.1,0,2.6,5,0.3,2,1.4
63400503,140.4,184.6,129.0,0,4.4,6,0.5,6,1.9
63400504,147.3,191.0,129.0,0,4.4,5,0.6,5,2.4
63400505,136.1,171.6,129.0,0,4.7,4,0.0,0,1.6
63400506,129.2,137.0,129.0,0,1.2,4,0.0,0,0.2
63400507,133.9,146.4,129.0,0,1.3,8,0.2,1,0.8
63400508,134.3,164.2,118.4,0,2.4,8,1.0,2,1.7
63400509,161.6,203.7,128.7,0,4.4,8,1.9,6,3.2
63400510,160.0,181.8,147.0,0,2.9,6,0.4,1,1.3
63400511,165.6,181.8,146.8,0,2.2,5,0.3,4,1.5
63400512,171.1,211.1,141.4,0,4.9,5,0.5,5,3.1
63400513,186.0,231.9,143.2,0,5.2,5,2.5,6,3.9
63400514,194.5,230.8,159.8,0,4.0,4,1.7,6,3.1
63400515,176.3,205.9,133.6,0,4.2,4,2.6,5,3.1
63400516,143.7,186.9,129.0,0,4.8,4,0.0,4,3.0
63400517,132.5,145.0,120.8,0,3.1,4,0.2,8,0.9
63400518,121.7,171.5,94.4,0,5.9,8,1.1,3,2.7
63400519,167.2,210.8,119.0,0,6.5,5,0.5,8,4.4
63400520,173.6,186.7,164.6,0,1.3,6,0.0,7,0.6
63400521,186.0,220.7,168.9,0,3.3,6,0.4,3,1.9
63400522,216.7,250.2,179.0,0,4.1,5,1.4,5,3.0
63400523,243.5,286.4,203.2,0,4.9,6,2.6,6,3.9
63400524,247.6,286.1,207.2,0,5.4,5,3.2,5,4.1
63400525,223.3,259.9,187.3,0,4.8,4,2.8,5,3.6
63400526,194.2,244.7,143.2,0,4.8,3,2.1,3,3.6
63400527,147.3,186.0,121.9,0,4.0,4,1.8,3,3.1
63400528,110.7,133.6,79.1,0,8.4,7,0.9,3,2.9
63400529,139.9,184.5,78.3,0,8.8,8,1.8,2,4.0
63400530,182.3,213.8,168.6,0,3.4,6,0.5,7,1.6
63400531,221.7,261.0,187.9,0,4.4,6,2.3,6,3.5
63400532,268.6,319.1,221.9,0,5.1,5,3.7,6,4.3
63400533,305.9,359.0,249.3,0,5.9,6,4.3,5,5.2
63400534,314.6,379.3,261.0,0,7.2,5,4.2,5,5.3
63400535,279.9,331.3,242.8,0,5.5,5,2.8,5,4.7
63400536,233.2,296.0,172.3,0,8.1,4,3.4,4,5.4
63400537,161.5,243.9,127.1,0,7.0,4,2.0,4,3.9
63400538,147.2,179.2,84.4,0,6.8,4,2.1,5,3.3
63400539,119.7,169.6,57.8,0,8.7,4,0.8,4,4.9
63400540,202.2,229.6,177.0,0,3.4,6,1.1,6,2.2
63400541,254.6,298.2,215.3,0,4.3,7,3.0,7,3.8
63400542,310.5,353.4,261.8,0,4.9,7,2.8,6,3.9
63400543,374.9,437.9,319.7,0,5.8,5,3.9,6,4.9
63400544,410.8,478.5,331.9,0,10.1,5,5.7,6,7.1
63400545,365.2,480.9,294.5,0,16.7,6,4.8,4,8.4
63400546,359.6,548.3,240.5,0,18.6,5,5.0,5,13.5
63400547,240.6,338.9,167.8,0,11.8,4,4.6,5,8.7
63400548,203.8,262.2,167.0,0,7.6,5,2.7,4,4.3
63400549,171.3,221.1,75.8,0,8.6,4,2.8,4,5.1
63400550,208.2,247.5,184.1,0,5.0,6,0.2,2,2.4
63400551,264.4,300.2,228.7,0,4.4,6,3.1,7,3.8
63400552,336.7,410.3,293.9,0,8.0,6,3.4,6,5.3
63400553,430.9,574.6,354.5,0,14.5,6,5.3,6,9.1
63400554,534.8,661.2,438.4,0,15.6,6,7.4,6,11.1
63400555,524.1,647.1,396.4,0,16.2,5,9.8,5,12.3
63400556,513.3,615.9,340.8,0,18.0,4,5.7,4,11.9
63400557,356.9,478.6,263.4,0,11.3,4,7.9,4,9.3
63400558,272.4,336.1,222.1,0,7.1,4,3.6,4,5.1
63400559,230.8,284.2,184.6,0,5.5,5,3.6,3,4.2
63400560,227.4,263.4,193.0,0,4.3,6,2.2,7,3.3
63400561,294.8,360.7,248.3,0,6.5,6,4.1,6,4.9
63400562,391.4,517.0,301.4,0,13.5,6,7.0,6,9.7
63400563,566.9,760.9,412.0,0,20.2,6,13.1,6,15.9
63400564,744.0,900.3,575.6,0,19.6,6,11.2,5,16.4
63400565,738.5,890.8,601.0,0,22.9,5,5.1,5,15.8
63400566,576.4,681.3,481.1,0,11.9,3,7.3,3,8.9
63400567,428.0,506.2,337.9,0,9.3,4,6.1,3,7.9
63400568,323.4,384.8,284.9,0,7.1,3,3.6,4,4.8
63400569,251.5,294.9,210.8,0,4.8,3,3.3,3,4.0
63400570,224.6,266.0,189.0,0,4.4,8,2.9,7,3.5
63400571,307.2,377.9,252.1,0,7.7,7,4.5,7,6.0
63400572,442.9,556.3,352.9,0,13.4,7,7.2,7,9.9
63400573,710.1,976.9,517.1,0,29.0,8,14.8,7,21.8
63400574,939.0,1130.8,767.0,0,22.0,5,1.7,5,10.7
63400575,792.6,940.3,652.5,0,17.1,3,6.1,4,12.8
63400576,587.6,716.1,487.6,0,11.8,3,8.4,3,10.0
63400577,439.2,507.8,376.8,0,9.8,3,4.8,3,6.5
63400578,341.9,396.8,287.6,0,7.1,3,3.7,4,5.1
63400579,257.8,310.8,205.4,0,5.6,3,4.3,3,4.9
63400580,203.2,250.9,170.7,0,4.7,8,2.1,7,3.3
63400581,280.6,358.2,223.8,0,8.3,7,4.4,7,5.6
63400582,407.3,541.2,308.1,0,15.0,8,7.0,7,10.3
63400583,605.1,897.5,417.1,0,26.3,8,10.8,8,18.2
63400584,913.0,1102.3,613.8,0,27.2,7,1.9,5,15.8
63400585,898.3,1110.6,712.3,0,23.1,4,2.4,1,14.8
63400586,633.1,818.4,480.6,0,17.3,3,11.6,3,13.6
63400587,437.9,533.4,358.6,0,12.1,3,4.8,2,8.6
63400588,333.0,444.0,279.7,0,9.1,4,3.4,3,5.3
63400589,250.1,307.1,196.2,0,6.0,3,4.4,2,5.2
63400590,197.9,237.0,155.8,0,4.5,7,2.6,8,3.6
63400591,259.6,316.7,214.5,0,6.3,8,2.5,8,4.7
63400592,349.4,443.2,278.1,0,13.5,8,5.4,8,7.9
63400593,542.1,781.1,363.8,0,26.3,8,13.0,7,18.6
63400594,741.7,1078.2,530.2,0,33.1,1,17.0,1,23.5
63400595,781.1,1080.9,504.9,0,29.5,1,20.3,1,24.7
63400596,552.5,811.7,385.4,0,23.2,2,12.1,2,17.4
63400597,388.9,537.7,287.7,0,13.5,2,5.9,2,10.1
63400598,286.7,407.2,219.6,0,10.9,2,4.1,2,6.1
63400599,214.0,282.6,161.6,0,6.1,2,3.5,2,4.9
63400600,207.7,273.0,154.4,0,5.1,8,2.1,8,3.4
63400601,261.0,333.3,208.8,0,6.0,8,3.6,8,4.8
63400602,265.1,360.4,166.9,0,9.6,2,4.1,1,6.1
63400603,248.4,361.6,169.1,0,9.0,1,5.0,1,6.7
63400604,229.0,336.5,137.9,0,12.5,1,2.2,2,7.5
63400605,220.0,280.9,135.1,0,8.4,2,1.6,7,5.8
63400606,166.0,255.0,66.7,0,16.1,8,6.6,8,10.7
63400607,196.1,268.9,109.5,0,7.9,3,3.9,2,5.5
63400608,126.0,182.6,38.5,0,7.7,2,3.9,2,5.0
63400609,71.2,140.4,0.0,0,8.8,1,2.6,3,5.6
63400610,161.5,226.7,109.7,0,7.5,1,1.8,2,4.9
63400611,196.1,253.6,132.9,0,7.4,8,3.1,1,5.2
63400612,191.1,262.6,120.4,0,7.5,2,3.8,1,5.8
63400613,181.0,240.1,115.7,0,8.7,2,2.6,8,6.1
63400614,148.9,214.6,93.9,0,8.8,2,2.0,1,5.2
63400615,174.3,235.2,97.6,0,8.7,7,0.7,8,4.9
63400616,122.0,218.9,36.2,0,14.6,8,1.1,6,8.3
63400617,107.4,197.5,0.3,0,8.7,1,5.1,2,7.1
63400618,69.8,143.4,0.0,0,7.1,2,2.1,2,5.3
63400619,21.2,58.9,0.0,0,5.6,2,5.6,2,5.6
63400620,117.3,165.0,95.1,0,4.5,7,1.3,3,2.9
63400621,144.6,190.9,99.2,0,4.6,1,1.5,7,3.4
63400622,134.7,181.9,79.8,0,5.5,1,1.7,2,3.6
63400623,128.4,181.6,73.0,0,8.4,8,3.0,1,5.1
63400624,101.6,175.4,49.2,0,7.0,3,3.4,2,4.9
63400625,110.7,191.5,44.0,0,8.7,2,3.9,8,6.1
63400626,69.7,154.7,16.4,0,7.4,1,1.4,1,4.2
63400627,33.2,90.1,0.0,0,4.0,2,2.7,2,3.3
63400630,91.4,141.8,39.2,0,6.3,1,1.1,1,3.9
63400631,89.5,147.0,29.3,0,7.8,1,2.5,1,5.1
63400632,82.7,133.0,39.8,0,5.3,1,2.9,1,4.1
63400633,70.7,125.8,32.3,0,6.1,1,2.4,2,3.9
63400634,56.2,121.6,13.9,0,6.9,2,2.2,2,3.8
63400635,39.6,84.5,0.0,0,5.4,2,2.0,2,3.7
63400636,24.2,54.6,0.0,0,4.4,1,2.3,1,3.2
63400637,3.5,9.0,0.2,0,0.0,1,0.0,1,0.0
63400640,131.0,183.8,54.8,0,9.2,5,3.3,4,5.3
63400641,78.0,123.1,24.5,0,5.7,4,0.6,3,3.8
63400642,36.1,68.8,12.6,0,5.2,1,1.2,3,3.0
63400643,21.8,61.1,6.4,0,4.5,1,0.6,2,2.5
63400644,15.3,50.4,6.6,0,4.6,1,0.5,1,2.0
63400645,7.6,16.3,0.0,0,3.6,1,0.4,3,1.2
63400646,0.1,0.4,0.0,0,0.0,1,0.0,1,0.0
63400650,169.2,214.7,125.1,0,4.4,3,3.3,4,3.9
63400651,103.7,141.0,69.3,0,4.2,3,3.4,3,3.7
63400652,46.0,72.8,23.1,0,3.7,3,1.6,3,2.6
63400653,16.8,37.5,6.2,0,3.1,3,0.5,2,1.2
63400654,7.1,15.1,0.0,0,1.0,4,0.1,1,0.5
63400655,4.5,6.7,0.0,0,0.3,2,0.2,2,0.3
63400660,179.4,221.6,139.4,0,4.5,3,3.5,3,4.1
63400661,112.0,147.9,73.9,0,3.8,3,2.9,3,3.4
63400662,59.4,86.5,34.6,0,2.9,3,1.8,3,2.3
63400663,21.3,50.0,7.0,0,3.0,3,0.7,3,2.0
63400664,5.7,12.6,0.0,0,1.0,3,0.4,2,0.6
63400670,170.1,223.9,117.6,0,5.3,3,3.4,3,4.6
63400671,104.2,140.1,77.5,0,3.4,3,1.9,3,2.8
63400672,62.2,86.7,30.3,0,2.5,3,1.9,3,2.3
63400673,24.1,46.3,7.3,0,2.6,2,0.8,3,1.9
63400674,7.3,13.8,0.0,0,0.6,4,0.5,4,0.6
63400680,156.7,211.5,108.8,0,6.1,3,2.8,3,4.8
63400681,90.4,123.3,58.5,0,3.4,3,2.1,2,2.9
63400682,44.4,76.9,17.7,0,3.3,3,1.8,2,2.6
63400683,18.3,31.9,3.9,0,2.4,3,0.3,3,1.0
63400684,11.8,22.9,0.0,0,0.7,2,0.2,1,0.4
63400690,151.8,200.1,105.5,0,5.3,3,2.9,2,4.0
63400691,76.2,125.3,33.5,0,5.9,3,3.1,2,4.3
63400692,27.9,59.3,0.0,0,3.2,2,1.3,2,2.0
63400693,7.5,17.2,0.0,0,1.2,2,1.2,2,1.2
63400694,6.3,11.9,0.0,0,0.2,2,0.2,2,0.2
63400700,25.6,80.2,0.0,0,5.7,1,2.9,3,4.8
63401003,2.3,5.1,0.0,0,0.0,1,0.0,1,0.0
63401004,72.5,197.0,0.0,0,12.3,7,1.8,7,9.3
63401005,158.4,250.7,57.2,0,11.1,5,0.5,4,6.1
63401006,94.7,159.3,21.9,0,7.6,4,4.4,4,6.0
63401007,74.7,216.0,19.0,0,12.0,6,3.1,4,7.4
63401008,121.3,226.1,25.0,0,15.6,5,2.5,7,9.5
63401009,108.0,251.6,30.0,0,17.4,8,3.9,4,10.2
63401013,35.4,116.1,0.0,0,7.7,5,1.0,6,4.8
63401014,58.2,183.3,5.9,0,17.4,5,2.8,6,9.7
63401015,104.2,222.0,13.4,0,19.8,4,2.4,4,11.2
63401016,182.6,295.4,91.0,0,16.8,8,3.7,5,9.0
63401017,220.1,351.4,84.0,0,16.4,6,6.0,5,11.8
63401018,254.8,352.9,138.7,0,13.1,4,4.7,5,8.4
63401019,222.7,391.7,73.7,0,19.0,4,2.7,3,11.5
63401022,24.0,66.3,0.0,0,6.0,6,4.8,6,5.5
63401023,87.5,265.2,0.0,0,12.5,6,5.7,6,8.5
63401024,199.7,360.5,72.6,0,15.0,6,6.5,5,10.7
63401025,152.4,293.8,33.9,0,14.7,3,4.6,4,10.9
63401026,181.0,362.2,47.1,0,21.6,8,5.6,5,12.8
63401027,313.5,403.0,167.4,0,19.6,8,3.1,6,10.4
63401028,413.2,631.6,280.7,0,21.1,7,8.1,6,15.2
63401029,374.2,577.2,209.0,0,19.8,5,7.8,4,13.3
63401031,13.0,52.7,0.0,0,3.5,6,3.5,6,3.5
63401032,80.5,257.1,0.0,0,21.5,7,4.2,6,11.4
63401033,179.0,344.0,42.9,0,20.8,7,2.7,7,11.7
63401034,338.2,462.9,196.3,0,17.9,7,3.0,6,12.5
63401035,316.1,449.3,178.4,0,17.4,4,8.3,5,13.0
63401036,188.4,403.1,86.8,0,16.9,4,2.5,4,10.8
63401037,241.2,402.1,114.6,0,16.6,7,6.9,6,11.3
63401038,424.1,628.1,251.7,0,22.9,7,2.7,4,12.1
63401039,398.4,560.8,293.5,0,16.2,2,4.8,2,12.7
63401040,41.1,144.6,0.0,0,10.6,4,1.2,4,6.0
63401041,16.5,89.8,0.0,0,11.2,8,0.4,5,4.5
63401042,141.1,289.0,6.7,0,19.6,7,6.6,7,12.0
63401043,295.2,445.1,171.5,0,16.0,6,1.7,8,11.3
63401044,412.6,582.3,203.5,0,15.4,6,9.4,7,12.9
63401045,467.6,573.1,345.6,0,11.7,4,6.5,4,9.1
63401046,274.4,433.7,137.7,0,15.5,3,7.2,4,12.2
63401047,264.7,403.2,133.5,0,15.5,7,3.7,5,9.8
63401048,432.7,684.3,243.3,0,24.0,8,8.0,5,17.1
63401049,447.5,702.3,302.2,0,30.2,6,7.1,4,19.1
63401050,75.0,192.0,6.6,0,10.4,4,2.4,6,7.1
63401051,38.1,168.5,3.6,0,10.9,4,0.8,4,6.1
63401052,110.6,269.3,6.4,0,16.5,7,9.0,7,12.0
63401053,329.1,469.9,147.2,0,17.3,7,7.9,7,12.8
63401054,539.6,720.9,344.9,0,18.8,7,4.9,7,14.3
63401055,530.2,684.9,370.3,0,15.2,4,4.2,2,11.5
63401056,368.8,551.0,227.0,0,17.9,4,7.4,3,12.8
63401057,319.1,425.2,197.9,0,12.9,5,2.9,7,8.7
63401058,419.2,690.1,256.4,0,22.9,7,4.8,5,15.7
63401059,621.5,785.0,346.3,0,26.0,4,5.7,4,15.4
63401060,140.1,310.7,43.3,0,19.7,3,3.3,5,12.2
63401061,183.9,366.7,24.1,0,19.7,3,8.7,4,13.3
63401062,66.1,190.5,12.8,0,14.9,3,0.6,1,8.5
63401063,225.9,413.9,68.1,0,21.8,8,5.8,8,15.1
63401064,371.9,584.0,134.5,0,28.5,1,10.3,1,19.1
